Timestamp,Predicted_Tide
2024-01-01 0:00,60
2024-01-01 0:10,63.48622971
2024-01-01 0:20,66.94592711
2024-01-01 0:30,70.3527618
2024-01-01 0:40,73.68080573
2024-01-01 0:50,76.90473047
2024-01-01 1:00,80
2024-01-01 1:10,82.94305745
2024-01-01 1:20,85.71150439
2024-01-01 1:30,88.28427125
2024-01-01 1:40,90.64177772
2024-01-01 1:50,92.76608177
2024-01-01 2:00,94.64101615
2024-01-01 2:10,96.25231148
2024-01-01 2:20,97.58770483
2024-01-01 2:30,98.63703305
2024-01-01 2:40,99.39231012
2024-01-01 2:50,99.84778792
2024-01-01 3:00,100
2024-01-01 3:10,99.84778792
2024-01-01 3:20,99.39231012
2024-01-01 3:30,98.63703305
2024-01-01 3:40,97.58770483
2024-01-01 3:50,96.25231148
2024-01-01 4:00,94.64101615
2024-01-01 4:10,92.76608177
2024-01-01 4:20,90.64177772
2024-01-01 4:30,88.28427125
2024-01-01 4:40,85.71150439
2024-01-01 4:50,82.94305745
2024-01-01 5:00,80
2024-01-01 5:10,76.90473047
2024-01-01 5:20,73.68080573
2024-01-01 5:30,70.3527618
2024-01-01 5:40,66.94592711
2024-01-01 5:50,63.48622971
2024-01-01 6:00,60
2024-01-01 6:10,56.51377029
2024-01-01 6:20,53.05407289
2024-01-01 6:30,49.6472382
2024-01-01 6:40,46.31919427
2024-01-01 6:50,43.09526953
2024-01-01 7:00,40
2024-01-01 7:10,37.05694255
2024-01-01 7:20,34.28849561
2024-01-01 7:30,31.71572875
2024-01-01 7:40,29.35822228
2024-01-01 7:50,27.23391823
2024-01-01 8:00,25.35898385
2024-01-01 8:10,23.74768852
2024-01-01 8:20,22.41229517
2024-01-01 8:30,21.36296695
2024-01-01 8:40,20.60768988
2024-01-01 8:50,20.15221208
2024-01-01 9:00,20
2024-01-01 9:10,20.15221208
2024-01-01 9:20,20.60768988
2024-01-01 9:30,21.36296695
2024-01-01 9:40,22.41229517
2024-01-01 9:50,23.74768852
2024-01-01 10:00,25.35898385
2024-01-01 10:10,27.23391823
2024-01-01 10:20,29.35822228
2024-01-01 10:30,31.71572875
2024-01-01 10:40,34.28849561
2024-01-01 10:50,37.05694255
2024-01-01 11:00,40
2024-01-01 11:10,43.09526953
2024-01-01 11:20,46.31919427
2024-01-01 11:30,49.6472382
2024-01-01 11:40,53.05407289
2024-01-01 11:50,56.51377029
2024-01-01 12:00,60
2024-01-01 12:10,63.48622971
2024-01-01 12:20,66.94592711
2024-01-01 12:30,70.3527618
2024-01-01 12:40,73.68080573
2024-01-01 12:50,76.90473047
2024-01-01 13:00,80
2024-01-01 13:10,82.94305745
2024-01-01 13:20,85.71150439
2024-01-01 13:30,88.28427125
2024-01-01 13:40,90.64177772
2024-01-01 13:50,92.76608177
2024-01-01 14:00,94.64101615
2024-01-01 14:10,96.25231148
2024-01-01 14:20,97.58770483
2024-01-01 14:30,98.63703305
2024-01-01 14:40,99.39231012
2024-01-01 14:50,99.84778792
2024-01-01 15:00,100
2024-01-01 15:10,99.84778792
2024-01-01 15:20,99.39231012
2024-01-01 15:30,98.63703305
2024-01-01 15:40,97.58770483
2024-01-01 15:50,96.25231148
2024-01-01 16:00,94.64101615
2024-01-01 16:10,92.76608177
2024-01-01 16:20,90.64177772
2024-01-01 16:30,88.28427125
2024-01-01 16:40,85.71150439
2024-01-01 16:50,82.94305745
2024-01-01 17:00,80
2024-01-01 17:10,76.90473047
2024-01-01 17:20,73.68080573
2024-01-01 17:30,70.3527618
2024-01-01 17:40,66.94592711
2024-01-01 17:50,63.48622971
2024-01-01 18:00,60
2024-01-01 18:10,56.51377029
2024-01-01 18:20,53.05407289
2024-01-01 18:30,49.6472382
2024-01-01 18:40,46.31919427
2024-01-01 18:50,43.09526953
2024-01-01 19:00,40
2024-01-01 19:10,37.05694255
2024-01-01 19:20,34.28849561
2024-01-01 19:30,31.71572875
2024-01-01 19:40,29.35822228
2024-01-01 19:50,27.23391823
2024-01-01 20:00,25.35898385
2024-01-01 20:10,23.74768852
2024-01-01 20:20,22.41229517
2024-01-01 20:30,21.36296695
2024-01-01 20:40,20.60768988
2024-01-01 20:50,20.15221208
2024-01-01 21:00,20
2024-01-01 21:10,20.15221208
2024-01-01 21:20,20.60768988
2024-01-01 21:30,21.36296695
2024-01-01 21:40,22.41229517
2024-01-01 21:50,23.74768852
2024-01-01 22:00,25.35898385
2024-01-01 22:10,27.23391823
2024-01-01 22:20,29.35822228
2024-01-01 22:30,31.71572875
2024-01-01 22:40,34.28849561
2024-01-01 22:50,37.05694255
2024-01-01 23:00,40
2024-01-01 23:10,43.09526953
2024-01-01 23:20,46.31919427
2024-01-01 23:30,49.6472382
2024-01-01 23:40,53.05407289
2024-01-01 23:50,56.51377029
